Y000033,H.CON.RES.13,01/24/2017,1
K000009,H.CON.RES.13,01/24/2017,1
D000619,H.CON.RES.13,01/24/2017,1
R000592,H.CON.RES.13,01/24/2017,1
B000490,H.CON.RES.13,01/24/2017,1
S001157,H.CON.RES.13,01/24/2017,1
L000576,H.CON.RES.13,01/24/2017,1
H001056,H.CON.RES.13,01/24/2017,1
D000191,H.CON.RES.13,01/24/2017,1
P000592,H.CON.RES.13,01/24/2017,1
B001251,H.CON.RES.13,01/24/2017,1
D000620,H.CON.RES.13,01/24/2017,1
L000554,H.CON.RES.13,01/24/2017,1
J000289,H.CON.RES.13,01/24/2017,1
T000462,H.CON.RES.13,01/24/2017,1
B001295,H.CON.RES.13,01/24/2017,1
F000450,H.CON.RES.13,01/24/2017,1
G000579,H.CON.RES.13,01/24/2017,1
S001192,H.CON.RES.13,01/24/2017,1
R000600,H.CON.RES.13,01/24/2017,1
P000601,H.CON.RES.13,01/24/2017,1
M001190,H.CON.RES.13,01/24/2017,1
K000378,H.CON.RES.13,01/24/2017,1
W000809,H.CON.RES.13,01/24/2017,1
P000588,H.CON.RES.13,01/24/2017,1
F000461,H.CON.RES.13,01/24/2017,1
N000184,H.CON.RES.13,01/24/2017,1
C000266,H.CON.RES.13,01/24/2017,1
L000569,H.CON.RES.13,01/24/2017,1
W000808,H.CON.RES.13,01/24/2017,1
H001059,H.CON.RES.13,01/24/2017,1
E000294,H.CON.RES.13,01/24/2017,1
L000585,H.CON.RES.13,01/24/2017,1
C001094,H.CON.RES.13,01/24/2017,1
D000533,H.CON.RES.13,01/24/2017,1
H001072,H.CON.RES.13,01/24/2017,1
W000812,H.CON.RES.13,01/24/2017,1
R000604,H.CON.RES.13,01/24/2017,1
C001108,H.CON.RES.13,01/24/2017,1
B001282,H.CON.RES.13,01/24/2017,1
S001187,H.CON.RES.13,01/24/2017,1
J000292,H.CON.RES.13,01/24/2017,1
B001299,H.CON.RES.13,01/24/2017,1
E000288,H.CON.RES.13,01/24/2017,1
S001185,H.CON.RES.13,01/24/2017,1
M001180,H.CON.RES.13,01/24/2017,1
K000382,H.CON.RES.13,01/24/2017,1
R000577,H.CON.RES.13,01/24/2017,1
M001189,H.CON.RES.13,01/24/2017,1
J000295,H.CON.RES.13,01/24/2017,1
F000460,H.CON.RES.13,01/24/2017,1
P000606,H.CON.RES.13,01/24/2017,1
C001066,H.CON.RES.13,01/24/2017,1
T000467,H.CON.RES.13,01/24/2017,1
A000372,H.CON.RES.13,01/24/2017,1
W000795,H.CON.RES.13,01/24/2017,1
G000563,H.CON.RES.13,01/24/2017,1
H001053,H.CON.RES.13,01/24/2017,1
G000553,H.CON.RES.13,01/24/2017,1
O000170,H.CON.RES.13,01/24/2017,1
C001053,H.CON.RES.13,01/24/2017,1
B001281,H.CON.RES.13,01/30/2017,1
C001049,H.CON.RES.13,01/30/2017,1
C001069,H.CON.RES.13,01/30/2017,1
F000449,H.CON.RES.13,01/30/2017,1
R000586,H.CON.RES.13,01/30/2017,1
K000386,H.CON.RES.13,01/30/2017,1
B001269,H.CON.RES.13,01/30/2017,1
G000565,H.CON.RES.13,01/30/2017,1
W000815,H.CON.RES.13,02/06/2017,1
L000564,H.CON.RES.13,02/06/2017,1
C001103,H.CON.RES.13,02/06/2017,1
N000189,H.CON.RES.13,02/06/2017,1
W000798,H.CON.RES.13,02/07/2017,1
C001037,H.CON.RES.13,02/07/2017,1
K000388,H.CON.RES.13,02/27/2017,1
W000804,H.CON.RES.13,02/27/2017,1
S001191,H.CON.RES.13,02/27/2017,1
K000188,H.CON.RES.13,02/27/2017,1
R000593,H.CON.RES.13,02/27/2017,1
W000819,H.CON.RES.13,02/27/2017,1
C001077,H.CON.RES.13,03/01/2017,1
D000604,H.CON.RES.13,03/01/2017,1
B001274,H.CON.RES.13,03/01/2017,1
Y000062,H.CON.RES.13,03/01/2017,1
G000377,H.CON.RES.13,03/01/2017,1
Y000066,H.CON.RES.13,03/01/2017,1
B001284,H.CON.RES.13,03/01/2017,1
B000213,H.CON.RES.13,03/02/2017,1
G000546,H.CON.RES.13,03/07/2017,1
M001201,H.CON.RES.13,03/07/2017,1
M001198,H.CON.RES.13,03/07/2017,1
P000610,H.CON.RES.13,03/15/2017,1
D000614,H.CON.RES.13,03/15/2017,1
O000171,H.CON.RES.13,03/15/2017,1
P000594,H.CON.RES.13,03/15/2017,1
J000255,H.CON.RES.13,03/15/2017,1
S001154,H.CON.RES.13,03/15/2017,1
M001158,H.CON.RES.13,03/20/2017,1
C001101,H.CON.RES.13,03/20/2017,1
M001197,H.CON.RES.13,03/20/2017,1
O000168,H.CON.RES.13,03/20/2017,1
S001165,H.CON.RES.13,03/22/2017,1
Z000017,H.CON.RES.13,03/22/2017,1
V000108,H.CON.RES.13,03/22/2017,1
B001290,H.CON.RES.13,03/22/2017,1
V000132,H.CON.RES.13,03/22/2017,1
H000324,H.CON.RES.13,03/22/2017,1
C001063,H.CON.RES.13,03/22/2017,1
G000560,H.CON.RES.13,03/22/2017,1
B001289,H.CON.RES.13,03/27/2017,1
C001109,H.CON.RES.13,03/30/2017,1
B001305,H.CON.RES.13,03/30/2017,1
S001189,H.CON.RES.13,03/30/2017,1
M001156,H.CON.RES.13,04/26/2017,1
F000464,H.CON.RES.13,04/26/2017,1
S000250,H.CON.RES.13,04/26/2017,1
B001260,H.CON.RES.13,04/26/2017,1
B001298,H.CON.RES.13,04/26/2017,1
G000581,H.CON.RES.13,04/26/2017,1
L000587,H.CON.RES.13,04/26/2017,1
D000625,H.CON.RES.13,04/28/2017,1
L000583,H.CON.RES.13,04/28/2017,1
T000478,H.CON.RES.13,05/16/2017,1
S001148,H.CON.RES.13,05/16/2017,1
B001304,H.CON.RES.13,05/16/2017,1
C001048,H.CON.RES.13,05/19/2017,1
L000570,H.CON.RES.13,05/24/2017,1
N000181,H.CON.RES.13,05/24/2017,1
P000599,H.CON.RES.13,05/24/2017,1
R000580,H.CON.RES.13,05/24/2017,1
N000188,H.CON.RES.13,06/06/2017,1
D000615,H.CON.RES.13,06/06/2017,1
H001052,H.CON.RES.13,06/08/2017,1
M001159,H.CON.RES.13,06/13/2017,1
T000238,H.CON.RES.13,06/13/2017,1
C001107,H.CON.RES.13,06/13/2017,1
A000370,H.CON.RES.13,06/22/2017,1
F000466,H.CON.RES.13,06/22/2017,1
R000597,H.CON.RES.13,06/22/2017,1
B000755,H.CON.RES.13,06/22/2017,1
H001045,H.CON.RES.13,06/27/2017,1
R000585,H.CON.RES.13,07/12/2017,1
K000376,H.CON.RES.13,07/12/2017,1
D000628,H.CON.RES.13,07/12/2017,1
B001286,H.CON.RES.13,07/18/2017,1
E000296,H.CON.RES.13,07/18/2017,1
C000984,H.CON.RES.13,07/18/2017,1
W000816,H.CON.RES.13,07/18/2017,1
M001196,H.CON.RES.13,07/18/2017,1
K000387,H.CON.RES.13,07/18/2017,1
C001110,H.CON.RES.13,07/18/2017,1
H001074,H.CON.RES.13,07/26/2017,1
G000584,H.CON.RES.13,09/13/2017,1
N000190,H.CON.RES.13,09/25/2017,1
M001200,H.CON.RES.13,09/25/2017,1
M001187,H.CON.RES.13,09/25/2017,1
P000604,H.CON.RES.13,10/11/2017,1
C001059,H.CON.RES.13,10/11/2017,1
K000390,H.CON.RES.13,10/23/2017,1
L000586,H.CON.RES.13,11/02/2017,1
J000032,H.CON.RES.15,01/31/2017,1
C001080,H.CON.RES.15,01/31/2017,1
L000551,H.CON.RES.15,01/31/2017,1
S001145,H.CON.RES.15,01/31/2017,1
N000002,H.CON.RES.15,01/31/2017,1
C001067,H.CON.RES.15,01/31/2017,1
B001300,H.CON.RES.15,01/31/2017,1
W000822,H.CON.RES.15,01/31/2017,1
M001143,H.CON.RES.15,02/28/2017,1
K000009,H.CON.RES.15,02/28/2017,1
J000288,H.CON.RES.15,02/28/2017,1
M001160,H.CON.RES.15,02/28/2017,1
E000296,H.CON.RES.15,02/28/2017,1
P000604,H.CON.RES.15,02/28/2017,1
R000606,H.CON.RES.15,02/28/2017,1
C001068,H.CON.RES.15,02/28/2017,1
S001170,H.CON.RES.15,02/28/2017,1
R000486,H.CON.RES.15,02/28/2017,1
R000515,H.CON.RES.15,02/28/2017,1
H001050,H.CON.RES.15,02/28/2017,1
S000248,H.CON.RES.15,03/10/2017,1
E000288,H.CON.RES.15,03/10/2017,1
M001160,H.CON.RES.16,02/01/2017,1
C001061,H.CON.RES.16,02/01/2017,1
L000287,H.CON.RES.16,02/01/2017,1
B001251,H.CON.RES.16,02/01/2017,1
G000553,H.CON.RES.16,02/01/2017,1
N000147,H.CON.RES.16,02/01/2017,1
C001049,H.CON.RES.16,02/01/2017,1
G000551,H.CON.RES.16,02/01/2017,1
R000577,H.CON.RES.16,02/01/2017,1
C000714,H.CON.RES.16,02/01/2017,1
M001137,H.CON.RES.16,02/01/2017,1
F000455,H.CON.RES.16,02/02/2017,1
L000581,H.CON.RES.16,02/16/2017,1
J000032,H.CON.RES.16,03/06/2017,1
B001281,H.CON.RES.17,02/01/2017,1
C001061,H.CON.RES.17,02/01/2017,1
F000455,H.CON.RES.17,02/01/2017,1
L000586,H.CON.RES.17,02/01/2017,1
P000610,H.CON.RES.17,02/01/2017,1
W000187,H.CON.RES.17,02/01/2017,1
B000490,H.CON.RES.17,02/01/2017,1
C000537,H.CON.RES.17,02/01/2017,1
H000324,H.CON.RES.17,02/01/2017,1
L000551,H.CON.RES.17,02/01/2017,1
R000588,H.CON.RES.17,02/01/2017,1
W000822,H.CON.RES.17,02/01/2017,1
B001303,H.CON.RES.17,02/01/2017,1
C000714,H.CON.RES.17,02/01/2017,1
J000032,H.CON.RES.17,02/01/2017,1
L000287,H.CON.RES.17,02/01/2017,1
R000515,H.CON.RES.17,02/01/2017,1
W000808,H.CON.RES.17,02/01/2017,1
B001304,H.CON.RES.17,02/01/2017,1
C000984,H.CON.RES.17,02/01/2017,1
J000294,H.CON.RES.17,02/01/2017,1
M001200,H.CON.RES.17,02/01/2017,1
S001157,H.CON.RES.17,02/01/2017,1
B001251,H.CON.RES.17,02/01/2017,1
D000096,H.CON.RES.17,02/01/2017,1
J000126,H.CON.RES.17,02/01/2017,1
M001137,H.CON.RES.17,02/01/2017,1
S000185,H.CON.RES.17,02/01/2017,1
C001072,H.CON.RES.17,02/01/2017,1
D000627,H.CON.RES.17,02/01/2017,1
J000288,H.CON.RES.17,02/01/2017,1
M001160,H.CON.RES.17,02/01/2017,1
S001185,H.CON.RES.17,02/01/2017,1
A000370,H.CON.RES.17,02/01/2017,1
C001067,H.CON.RES.17,02/01/2017,1
E000288,H.CON.RES.17,02/01/2017,1
K000385,H.CON.RES.17,02/01/2017,1
N000147,H.CON.RES.17,02/01/2017,1
T000193,H.CON.RES.17,02/01/2017,1
B001270,H.CON.RES.17,02/01/2017,1
C001049,H.CON.RES.17,02/01/2017,1
E000296,H.CON.RES.17,02/01/2017,1
L000581,H.CON.RES.17,02/01/2017,1
P000604,H.CON.RES.17,02/01/2017,1
V000131,H.CON.RES.17,02/01/2017,1
S001200,H.CON.RES.17,02/13/2017,1
D000610,H.CON.RES.18,02/01/2017,1
T000477,H.CON.RES.2,01/31/2017,1
S000522,H.CON.RES.20,02/06/2017,1
E000179,H.CON.RES.20,02/06/2017,1
M001188,H.CON.RES.20,02/06/2017,1
L000397,H.CON.RES.20,03/07/2017,1
S001201,H.CON.RES.20,03/07/2017,1
C001084,H.CON.RES.20,03/07/2017,1
M000312,H.CON.RES.20,03/10/2017,1
D000625,H.CON.RES.20,03/10/2017,1
K000210,H.CON.RES.20,03/16/2017,1
R000602,H.CON.RES.20,03/22/2017,1
H000324,H.CON.RES.20,05/19/2017,1
S000480,H.CON.RES.20,07/18/2017,1
W000812,H.CON.RES.20,07/28/2017,1
N000179,H.CON.RES.21,02/06/2017,1
M001137,H.CON.RES.21,02/06/2017,1
H000324,H.CON.RES.21,02/06/2017,1
T000468,H.CON.RES.21,02/06/2017,1
G000571,H.CON.RES.21,02/06/2017,1
T000474,H.CON.RES.21,02/06/2017,1
E000296,H.CON.RES.21,02/06/2017,1
C001068,H.CON.RES.21,02/06/2017,1
D000610,H.CON.RES.21,02/06/2017,1
S001165,H.CON.RES.21,02/06/2017,1
S000510,H.CON.RES.21,02/06/2017,1
M000312,H.CON.RES.21,02/06/2017,1
B001287,H.CON.RES.21,02/06/2017,1
B001296,H.CON.RES.21,02/06/2017,1
E000297,H.CON.RES.21,02/06/2017,1
L000582,H.CON.RES.21,02/06/2017,1
S001175,H.CON.RES.21,02/06/2017,1
C001069,H.CON.RES.21,02/06/2017,1
I000056,H.CON.RES.21,02/06/2017,1
C001091,H.CON.RES.21,02/06/2017,1
C001078,H.CON.RES.21,02/06/2017,1
C001038,H.CON.RES.21,02/06/2017,1
S000344,H.CON.RES.21,02/06/2017,1
K000385,H.CON.RES.21,02/06/2017,1
H001050,H.CON.RES.21,02/06/2017,1
H001047,H.CON.RES.21,02/06/2017,1
K000375,H.CON.RES.21,02/06/2017,1
S001201,H.CON.RES.21,02/06/2017,1
B001245,H.CON.RES.21,02/06/2017,1
S001190,H.CON.RES.21,02/06/2017,1
S001193,H.CON.RES.21,02/09/2017,1
G000551,H.CON.RES.21,02/13/2017,1
P000593,H.CON.RES.21,11/21/2017,1
S001157,H.CON.RES.22,02/07/2017,1
V000131,H.CON.RES.22,02/07/2017,1
B000490,H.CON.RES.22,02/07/2017,1
J000298,H.CON.RES.22,02/07/2017,1
S001200,H.CON.RES.22,02/07/2017,1
R000577,H.CON.RES.22,02/07/2017,1
T000472,H.CON.RES.22,02/07/2017,1
H000324,H.CON.RES.22,02/07/2017,1
C000714,H.CON.RES.22,02/07/2017,1
C001067,H.CON.RES.22,02/07/2017,1
O000171,H.CON.RES.22,02/07/2017,1
V000130,H.CON.RES.22,02/07/2017,1
E000296,H.CON.RES.22,02/07/2017,1
K000385,H.CON.RES.22,02/07/2017,1
J000032,H.CON.RES.22,02/07/2017,1
J000294,H.CON.RES.22,02/07/2017,1
L000581,H.CON.RES.22,02/16/2017,1
D000627,H.CON.RES.22,02/17/2017,1
H001064,H.CON.RES.22,02/17/2017,1
C001078,H.CON.RES.24,03/02/2017,1
C001069,H.CON.RES.24,03/02/2017,1
P000096,H.CON.RES.24,03/02/2017,1
R000576,H.CON.RES.24,03/02/2017,1
N000015,H.CON.RES.24,03/02/2017,1
L000562,H.CON.RES.24,03/02/2017,1
W000800,H.CON.RES.24,03/02/2017,1
L000557,H.CON.RES.24,03/02/2017,1
H001038,H.CON.RES.24,03/02/2017,1
P000607,H.CON.RES.24,03/02/2017,1
T000465,H.CON.RES.24,03/02/2017,1
C001037,H.CON.RES.24,03/02/2017,1
S001200,H.CON.RES.25,02/15/2017,1
V000081,H.CON.RES.25,02/15/2017,1
M001160,H.CON.RES.25,02/15/2017,1
C001067,H.CON.RES.25,02/15/2017,1
H000324,H.CON.RES.25,02/15/2017,1
M000312,H.CON.RES.25,02/15/2017,1
D000623,H.CON.RES.25,09/05/2017,1
C001048,H.CON.RES.26,02/15/2017,1
S000583,H.CON.RES.26,02/15/2017,1
B001291,H.CON.RES.26,02/16/2017,1
B001283,H.CON.RES.26,02/16/2017,1
F000461,H.CON.RES.26,03/01/2017,1
R000578,H.CON.RES.27,02/15/2017,1
G000551,H.CON.RES.27,02/15/2017,1
B000574,H.CON.RES.27,03/21/2017,1
D000623,H.CON.RES.27,03/21/2017,1
H001068,H.CON.RES.27,03/21/2017,1
T000465,H.CON.RES.27,03/21/2017,1
P000593,H.CON.RES.27,04/27/2017,1
D000617,H.CON.RES.27,04/27/2017,1
T000460,H.CON.RES.27,05/03/2017,1
B001292,H.CON.RES.27,05/16/2017,1
N000189,H.CON.RES.27,05/16/2017,1
H001064,H.CON.RES.27,05/22/2017,1
S000510,H.CON.RES.27,06/06/2017,1
P000598,H.CON.RES.27,06/27/2017,1
K000381,H.CON.RES.27,06/27/2017,1
L000560,H.CON.RES.27,06/28/2017,1
J000298,H.CON.RES.27,07/12/2017,1
K000386,H.CON.RES.27,07/24/2017,1
P000597,H.CON.RES.27,07/27/2017,1
R000515,H.CON.RES.27,07/28/2017,1
M001143,H.CON.RES.27,07/28/2017,1
G000559,H.CON.RES.27,07/28/2017,1
T000469,H.CON.RES.27,07/28/2017,1
M001166,H.CON.RES.27,07/28/2017,1
C001078,H.CON.RES.27,08/25/2017,1
N000179,H.CON.RES.27,08/25/2017,1
S000480,H.CON.RES.27,08/25/2017,1
S001145,H.CON.RES.27,08/25/2017,1
E000288,H.CON.RES.27,09/05/2017,1
B001300,H.CON.RES.27,09/05/2017,1
M000312,H.CON.RES.27,09/05/2017,1
L000551,H.CON.RES.27,09/05/2017,1
W000800,H.CON.RES.27,09/05/2017,1
C001090,H.CON.RES.27,11/08/2017,1
O000171,H.CON.RES.28,02/16/2017,1
L000565,H.CON.RES.28,02/16/2017,1
B001289,H.CON.RES.28,02/16/2017,1
R000583,H.CON.RES.28,02/16/2017,1
B001285,H.CON.RES.28,02/16/2017,1
M001202,H.CON.RES.28,02/16/2017,1
R000585,H.CON.RES.28,02/16/2017,1
B001301,H.CON.RES.28,02/16/2017,1
M001189,H.CON.RES.28,02/16/2017,1
S001191,H.CON.RES.28,02/16/2017,1
W000797,H.CON.RES.28,02/16/2017,1
H001059,H.CON.RES.28,02/16/2017,1
C001107,H.CON.RES.28,02/16/2017,1
C001077,H.CON.RES.28,02/16/2017,1
S001199,H.CON.RES.28,02/16/2017,1
L000563,H.CON.RES.28,02/16/2017,1
S001165,H.CON.RES.28,02/16/2017,1
M001194,H.CON.RES.28,02/16/2017,1
G000568,H.CON.RES.28,02/16/2017,1
G000579,H.CON.RES.28,02/16/2017,1
J000295,H.CON.RES.28,02/16/2017,1
K000391,H.CON.RES.28,02/16/2017,1
P000608,H.CON.RES.28,02/16/2017,1
Y000066,H.CON.RES.28,02/16/2017,1
R000586,H.CON.RES.28,02/16/2017,1
F000466,H.CON.RES.28,02/16/2017,1
D000625,H.CON.RES.28,02/16/2017,1
K000188,H.CON.RES.28,02/16/2017,1
V000130,H.CON.RES.28,02/16/2017,1
G000577,H.CON.RES.28,02/16/2017,1
B001295,H.CON.RES.28,02/16/2017,1
O000170,H.CON.RES.28,02/16/2017,1
R000603,H.CON.RES.28,02/16/2017,1
M001196,H.CON.RES.28,02/16/2017,1
H001068,H.CON.RES.28,02/16/2017,1
D000612,H.CON.RES.28,02/16/2017,1
R000580,H.CON.RES.28,02/16/2017,1
C000754,H.CON.RES.28,02/16/2017,1
B001298,H.CON.RES.28,02/16/2017,1
W000799,H.CON.RES.28,02/16/2017,1
V000131,H.CON.RES.28,02/16/2017,1
K000378,H.CON.RES.28,02/16/2017,1
D000619,H.CON.RES.28,02/16/2017,1
C001059,H.CON.RES.28,02/16/2017,1
S001196,H.CON.RES.28,02/27/2017,1
C001090,H.CON.RES.28,03/09/2017,1
C001110,H.CON.RES.28,03/09/2017,1
T000238,H.CON.RES.28,03/20/2017,1
U000031,H.CON.RES.28,03/20/2017,1
Y000063,H.CON.RES.28,03/27/2017,1
C001112,H.CON.RES.28,06/06/2017,1
K000389,H.CON.RES.28,06/06/2017,1
D000604,H.CON.RES.28,06/20/2017,1
B000213,H.CON.RES.28,06/29/2017,1
D000626,H.CON.RES.28,07/19/2017,1
D000616,H.CON.RES.28,07/19/2017,1
H001058,H.CON.RES.28,07/19/2017,1
L000578,H.CON.RES.28,07/19/2017,1
F000464,H.CON.RES.28,07/25/2017,1
B001297,H.CON.RES.28,08/08/2017,1
L000583,H.CON.RES.28,09/07/2017,1
R000486,H.CON.RES.29,02/16/2017,1
J000126,H.CON.RES.29,02/16/2017,1
C001080,H.CON.RES.29,02/16/2017,1
K000385,H.CON.RES.29,02/16/2017,1
R000588,H.CON.RES.29,02/16/2017,1
L000580,H.CON.RES.29,02/16/2017,1
B001251,H.CON.RES.29,02/16/2017,1
K000389,H.CON.RES.29,02/16/2017,1
G000551,H.CON.RES.29,02/16/2017,1
C001068,H.CON.RES.31,02/28/2017,1
N000179,H.CON.RES.31,02/28/2017,1
N000147,H.CON.RES.31,02/28/2017,1
G000551,H.CON.RES.31,02/28/2017,1
B001227,H.CON.RES.31,02/28/2017,1
B001281,H.CON.RES.31,02/28/2017,1
M001137,H.CON.RES.31,02/28/2017,1
S001172,H.CON.RES.32,03/01/2017,1
B001298,H.CON.RES.32,03/01/2017,1
S000185,H.CON.RES.33,03/15/2017,1
B001292,H.CON.RES.33,03/15/2017,1
T000477,H.CON.RES.33,03/15/2017,1
B001290,H.CON.RES.33,03/15/2017,1
W000804,H.CON.RES.33,03/15/2017,1
C001105,H.CON.RES.33,03/15/2017,1
C001078,H.CON.RES.33,03/15/2017,1
G000580,H.CON.RES.33,03/15/2017,1
G000568,H.CON.RES.33,03/15/2017,1
M001200,H.CON.RES.33,03/15/2017,1
T000462,H.CON.RES.34,03/17/2017,1
D000096,H.CON.RES.34,06/29/2017,1
J000288,H.CON.RES.35,03/20/2017,1
B001292,H.CON.RES.36,03/20/2017,1
B001304,H.CON.RES.36,03/20/2017,1
C001105,H.CON.RES.36,03/20/2017,1
C001078,H.CON.RES.36,03/20/2017,1
D000620,H.CON.RES.36,03/20/2017,1
N000147,H.CON.RES.36,03/20/2017,1
R000606,H.CON.RES.36,03/20/2017,1
L000563,H.CON.RES.37,03/22/2017,1
H001048,H.CON.RES.37,04/26/2017,1
J000255,H.CON.RES.37,06/20/2017,1
B000574,H.CON.RES.38,03/22/2017,1
S000480,H.CON.RES.38,03/22/2017,1
S000510,H.CON.RES.38,03/22/2017,1
K000385,H.CON.RES.38,03/22/2017,1
R000486,H.CON.RES.38,03/22/2017,1
W000797,H.CON.RES.38,03/22/2017,1
J000288,H.CON.RES.38,03/22/2017,1
C001066,H.CON.RES.38,03/22/2017,1
B001251,H.CON.RES.38,03/22/2017,1
S001157,H.CON.RES.38,03/22/2017,1
D000624,H.CON.RES.38,03/22/2017,1
B001281,H.CON.RES.38,03/22/2017,1
L000562,H.CON.RES.38,03/22/2017,1
C001061,H.CON.RES.38,03/22/2017,1
D000197,H.CON.RES.38,03/22/2017,1
